NeTEx Id;GlobalID;MetaID;Name;Steward;Destination Systems;Crossborder;long;lat;Main Mode;epPrio;CheckIn;Checkout;VAORemarks;(ARIA only) Name as found in time tables;(ARIA only) ARIA Name;(ARIA only) ARIA Remarks;(ARIA only) Answers / remarks SBB;ARIA id;Meta stop to bridge systems?;STA Relevant?;STA Id;STA Remarks;ARIA Relevant?;ARIA Id;ARIA Remarks;5T Relevant?;5T  Id;5T Remarks;LUK Relevant?;LUK Id;LUK Remarks;SBB Relevant;SBB Id;DiDok-ID;LUR Id;VAO Id (HAFAS ID);VAO Relevant?;(EU Spirit only) Additional EPs;Main Operator;Country;Remark;TODO;;;;;;;;;;;;;
;85053074;ch:1:sloid:5307;Chiasso;SBB;ARIA,SBB;;9,031450;45,832168;~Train~;;0;0;;;CHIASSO, Stazione;"Yes, same stop place ""CHIASSO, Stazione"" with ASF stops and railway station.
ARIA Coordinates: long 9,032758;  lat 5,832184";;18240;;;;;;;;;;;;;;x;ch:1:sloid:5307;8505307;;;;;;CH;;;;;;;;;;;;;;;
;85053801;ch:1:sloid:5380;Lugano, Stazione;SBB;ARIA,SBB;;8,947326621;46,0050683;~Bus~;;0;0;;;LUGANO, Stazione Ferroviaria;"ARIA long 8,947322; lat 46,005068";Please verify if the proposed ARIA name and id is correct;33903;;;;;;;;;;;;;;x;ch:1:sloid:5380;8505380;;;;;;CH;;;;;;;;;;;;;;;
;85054049;ch:1:sloid:5404;Cadenazzo;SBB;ARIA,SBB;;8,941699;46,152620;~Train~;;0;0;;;;;;18589;;;;;;;;;;;;;;x;ch:1:sloid:5404;8505404;;;;;;CH;;;;;;;;;;;;;;;
;85054056;ch:1:sloid:5405;Quartino;SBB;ARIA,SBB;;8,887331;46,151298;~Train~;;0;0;;;;;;18823;;;;;;;;;;;;;;x;ch:1:sloid:5405;8505405;;;;;;CH;;;;;;;;;;;;;;;
;85054064;ch:1:sloid:5406;Magadino-Vira;SBB;ARIA,SBB;;8,850189;46,145316;~Train~;;0;0;;;MAGADINO-VIRA, Stazione;;;18696;;;;;;;;;;;;;;x;ch:1:sloid:5406;8505406;;;;;;CH;;;;;;;;;;;;;;;
;85054072;ch:1:sloid:5407;S. Nazzaro;SBB;ARIA,SBB;;8,807059;46,135158;~Train~;;0;0;;;;;;18587;;;;;;;;;;;;;;x;ch:1:sloid:5407;8505407;;;;;;CH;;;;;;;;;;;;;;;
;85054080;ch:1:sloid:5408;Ranzo-S. Abbondio;SBB;ARIA,SBB;;8,776538;46,116998;~Train~;;0;0;;;;;;18648;;;;;;;;;;;;;;x;ch:1:sloid:5408;8505408;;;;;;CH;;;;;;;;;;;;;;;
;85054106;ch:1:sloid:5410;Gerra (Gambarogno);SBB;ARIA,SBB;;8,784970;46,122041;~Train~;;0;0;;;;;;18777;;;;;;;;;;;;;;x;ch:1:sloid:5410;8505410;;;;;;CH;;;;;;;;;;;;;;;
;85054155;ch:1:sloid:5415;S. Antonino;SBB;ARIA,SBB;;8,969521;46,159049;~Train~;;0;0;;;;;;18590;;;;;;;;;;;;;;x;ch:1:sloid:5415;8505415;;;;;;CH;;;;;;;;;;;;;;;
;85054676;ch:1:sloid:5467;S. Martino;SBB;ARIA,SBB;;8,770370;46,172000;~Train~;;0;0;;;MENDRISIO, S. Martino;;;33073;;;;;;;;;;;;;;x;ch:1:sloid:5467;8505467;;;;;;CH;;;;;;;;;;;;;;;
;85054700;ch:1:sloid:5470;Locarno FART;SBB;ARIA,SBB;;8,801829;46,172620;~Train~;;0;0;;;954;"ARIA long 8,800864; lat 46,170314";;954;;;;;;;;;;;;;;x;ch:1:sloid:5470;8505470;;;;;;CH;;;;;;;;;;;;;;;
;85054718;ch:1:sloid:5471;Locarno S. Antonio;SBB;SBB;;8,786300;46,168875;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5471;8505471;;;;;;CH;;;;;;;;;;;;;;;
;85054726;ch:1:sloid:5472;Solduno;SBB;SBB;;8,777650;46,169530;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5472;8505472;;;;;;CH;;;;;;;;;;;;;;;
;85054734;ch:1:sloid:5473;Ponte Brolla;SBB;SBB;;8,753310;46,185640;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5473;8505473;;;;;;CH;;;;;;;;;;;;;;;
;85054916;ch:1:sloid:5491;Tegna;SBB;SBB;;8,742630;46,186010;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5491;8505491;;;;;;CH;;;;;;;;;;;;;;;
;85054924;ch:1:sloid:5492;Verscio;SBB;SBB;;8,729720;46,184570;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5492;8505492;;;;;;CH;;;;;;;;;;;;;;;
;85054932;ch:1:sloid:5493;Cavigliano;SBB;SBB;;8,721430;46,183740;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5493;8505493;;;;;;CH;;;;;;;;;;;;;;;
;85054940;ch:1:sloid:5494;Intragna;SBB;SBB;;8,702270;46,177660;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5494;8505494;;;;;;CH;;;;;;;;;;;;;;;
;85054957;ch:1:sloid:5495;Corcapolo;SBB;SBB;;8,675140;46,168810;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5495;8505495;;;;;;CH;;;;;;;;;;;;;;;
;85054965;ch:1:sloid:5496;Verdasio;SBB;SBB;;8,649200;46,165210;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5496;8505496;;;;;;CH;;;;;;;;;;;;;;;
;85054973;ch:1:sloid:5497;Palagnedra;SBB;SBB;;8,630940;46,161190;~Train~;;0;0;;;;;Not present in ARIA system;;;;;;;;;;;;;;;x;ch:1:sloid:5497;8505497;;;;;;CH;;;;;;;;;;;;;;;
;85054981;ch:1:sloid:5498;Borgnone-Cadanza;SBB;SBB;;8,622500;46,158520;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5498;8505498;;;;;;CH;;;;;;;;;;;;;;;
;85054999;ch:1:sloid:5499;Camedo;SBB;SBB;;8,611000;46,154870;~Train~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5499;8505499;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5524;BRISSAGO;SBB;ARIA,SBB;;8,710926;46,118249;~Bat~;;0;0;;;BRISSAGO;;;3044;;;;;;;;;;;;;;;ch:1:sloid:5524;8505524;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5535;MELIDE, Swissminiatur, Terminal Traghetto;SBB;ARIA;;8,954716;45,952810;~Bat~;;0;0;;;MELIDE, Swissminiatur, Terminal Traghetto;;Melide Swissminiatur (lago);21365;;;;;;;;;;;;;;;ch:1:sloid:5535;8505535;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5538;LUGANO, Gandria Confine, Terminal Traghetto;SBB;ARIA,SBB;;9,019710;46,015055;~Bat~;;0;0;;;LUGANO, Gandria Confine, Terminal Traghetto;;;21359;;;;;;;;;;;;;;;ch:1:sloid:5538;8505538;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5541;GIUBIASCO, Grotto Elvezia;SBB;ARIA,SBB;;8,993211;46,003915;~Bat~;;0;0;;;GIUBIASCO, Grotto Elvezia;;;33954;;;;;;;;;;;;;;;ch:1:sloid:5541;8505541;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5543;LUGANO, San Rocco, Terminal Traghetto;SBB;ARIA,SBB;;8,979986;45,985162;~Bat~;;0;0;;;LUGANO, San Rocco, Terminal Traghetto;;S. Rocco (lago);33955;;;;;;;;;;;;;;;ch:1:sloid:5543;8505543;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5544;LUGANO, Grotto Pescatori, Terminal Traghetto;SBB;ARIA,SBB;;8,993417;45,990024;~Bat~;;0;0;;;LUGANO, Grotto Pescatori, Terminal Traghetto;;;33957;;;;;;;;;;;;;;;ch:1:sloid:5544;8505544;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5551;LUGANO, Gandria, Terminal Traghetto;SBB;ARIA,SBB;;9,003920;46,005582;~Bat~;;0;0;;;LUGANO, Gandria, Terminal Traghetto;;;21358;;;;;;;;;;;;;;;ch:1:sloid:5551;8505551;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5557;MORCOTE, Terminal Traghetto;SBB;ARIA,SBB;;8,917009;45,922744;~Bat~;;0;0;;;MORCOTE, Terminal Traghetto;;Morcote (lago);21369;;;;;;;;;;;;;;;ch:1:sloid:5557;8505557;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5573;ASCONA;SBB;ARIA,SBB;;8,768798;46,153919;~Bat~;;0;0;;;ASCONA;;;3045;;;;;;;;;;;;;;;ch:1:sloid:5573;8505573;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5577;ISOLE DI BRISSAGO;SBB;ARIA,SBB;;8,734830;46,132585;~Bat~;;0;0;;;ISOLE DI BRISSAGO;;;3047;;;;;;;;;;;;;;;ch:1:sloid:5577;8505577;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5578;Zornasco;SBB;SBB;;8,490812;46,129750;~Train~;0,2;0;0;;Zornasco;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5578;8505578;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5580;Re;SBB;SBB;;8,538364;46,126508;~Train~;0,2;0;0;;Re;;Not present in ARIA system;Centovalli - coordinates added;;;;;;;;;;;;;;;x;ch:1:sloid:5580;8505580;;;;;Societˆ Subalpina di Imprese Ferroviare (Centovalli);IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5581;S. Maria Maggiore;SBB;SBB;;8,460727;46,136594;~Train~;0,2;0;0;;S. Maria Maggiore;;Not present in ARIA system;Coordinates added;;;;;;;;;;;;;;;x;ch:1:sloid:5581;8505581;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5584;Malesco;SBB;SBB;;8,498824;46,129225;~Train~;0,2;0;0;;Malesco;;Not present in ARIA system;Coordinates added;;;;;;;;;;;;;;;x;ch:1:sloid:5584;8505584;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5585;Druogno;SBB;SBB;;8,433424;46,133149;~Train~;0,2;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5585;8505585;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5586;Buttogno;SBB;SBB;;8,445058;46,136015;~Train~;0,2;0;0;;Buttogno;;Not present in ARIA system;8.44505778        46.13601469;;;;;;;;;;;;;;;x;ch:1:sloid:5586;8505586;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5588;Creggio;SBB;SBB;;8,323536;46,123494;~Train~;0,2;0;0;;Creggio;;Not present in ARIA system;8.32353628 46.12349361 - Società Subalpina di Imprese Ferroviare (Centovalli);;;;;;;;;;;;;;;x;ch:1:sloid:5588;8505588;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5589;Folsogno-Dissimo;SBB;SBB;;8,558060;46,134231;~Train~;0,2;0;0;;Folsogno-Dissimo;;Not present in ARIA system;8.55805977        46.13423073 - Società Subalpina di Imprese Ferroviare (Centovalli);;;;;;;;;;;;;;;x;ch:1:sloid:5589;8505589;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5590;Gagnone-Orcesco;SBB;SBB;;8,419168;46,128371;~Train~;0,2;0;0;;Gagnone-Orcesco;;Not present in ARIA system;8.41916834        46.12837084 - Società Subalpina di Imprese Ferroviare (Centovalli);;;;;;;;;;;;;;;x;ch:1:sloid:5590;8505590;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5593;Masera;SBB;SBB;;8,323802;46,131903;~Train~;0,2;0;0;;Masera;;Not present in ARIA system;Coordinates added;;;;;;;;;;;;;;;x;ch:1:sloid:5593;8505593;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5594;Prestinone;SBB;SBB;;8,479680;46,132912;~Train~;0,2;0;0;;Prestinone;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5594;8505594;;;;;Societˆ Subalpina di Imprese Ferroviare (Centovalli);IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5596;Ribellasca;SBB;SBB;;8,601552;46,154177;~Train~;0,2;0;0;;Ribellasca;;Not present in ARIA system;Centovalli - coordinates added;;;;;;;;;;;;;;;x;ch:1:sloid:5596;8505596;;;;;Societˆ Subalpina di Imprese Ferroviare (Centovalli);IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5597;Trontano;SBB;SBB;;8,334003;46,122691;~Train~;0,2;0;0;;Trontano;;Not present in ARIA system;Centovalli - coordinates added;;;;;;;;;;;;;;;x;ch:1:sloid:5597;8505597;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5599;Verigo;SBB;SBB;;8,351517;46,121741;~Train~;0,2;0;0;;Verigo;;Not present in ARIA system;Should be easy - railway station / main station;;;;;;;;;;;;;;;x;ch:1:sloid:5599;8505599;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:5650;BISSONE, Imbarcadero;SBB;ARIA,SBB;;8,964161;45,950869;~Bat~;;0;0;;;BISSONE, Imbarcadero;;;21366;;;;;;;;;;;;;;;ch:1:sloid:5650;8505650;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5673;CAPOLAGO, Terminal Traghetto;SBB;ARIA,SBB;;8,978303;45,905113;~Bat~;;0;0;;;CAPOLAGO, Terminal Traghetto;;;33952;;;;;;;;;;;;;;;ch:1:sloid:5673;8505673;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5674;CASLANO, Terminal Traghetto;SBB;ARIA,SBB;;8,883940;45,969879;~Bat~;;0;0;;;CASLANO, Terminal Traghetto;;;21372;;;;;;;;;;;;;;;ch:1:sloid:5674;8505674;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:5675;FIGINO, Terminal Traghetto;SBB;ARIA,SBB;;8,904175;45,948123;~Bat~;;0;0;;;FIGINO, Terminal Traghetto;;;21371;;;;;;;;;;;;;;;ch:1:sloid:5675;8505675;;;;;;CH;;;;;;;;;;;;;;;
;85057018;ch:1:sloid:5701;Simplon Dorf, Hospiz-Niederalp;SBB;SBB;;8,013557;46,230218;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5701;8505701;;;;;;CH;;;;;;;;;;;;;;;
;85057042;ch:1:sloid:5704;Berisal, Kehr;SBB;SBB;;8,062371;46,294496;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5704;8505704;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:57091;Splügen, Hüscherenbach;SBB;SBB;;9,322610;46,547582;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;;ch:1:sloid:57091;8557091;;;;;"PostAuto AG + Società Trasporti pubblici
Sondrio S.p.A.";CH;;;;;;;;;;;;;;;
;85057117;ch:1:sloid:5711;Engeloch VS;SBB;SBB;;8,020289;46,224552;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5711;8505711;;;;;;CH;;;;;;;;;;;;;;;
;85057133;ch:1:sloid:5713;Gabi (Simplon);SBB;SBB;;8,073355;46,184775;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5713;8505713;;;;;;CH;;;;;;;;;;;;;;;
;85057166;ch:1:sloid:5716;Brig, Geschina;SBB;SBB;;7,992774;46,312643;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5716;8505716;;;;;;CH;;;;;;;;;;;;;;;
;85057299;ch:1:sloid:5729;Ried-Brig, Rufigraben;SBB;SBB;;8,017800;46,317205;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5729;8505729;;;;;;CH;;;;;;;;;;;;;;;
;85057307;ch:1:sloid:5730;Schallberg;SBB;SBB;;8,023547;46,293840;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5730;8505730;;;;;;CH;;;;;;;;;;;;;;;
;85057315;ch:1:sloid:5731;Schallbett;SBB;SBB;;8,046262;46,257017;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5731;8505731;;;;;;CH;;;;;;;;;;;;;;;
;85057331;ch:1:sloid:5733;Brig, Stützen;SBB;SBB;;7,999969;46,310394;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5733;8505733;;;;;;CH;;;;;;;;;;;;;;;
;85057380;ch:1:sloid:5738;Eisten, Ganter;SBB;SBB;;8,046003;46,297752;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5738;8505738;;;;;;CH;;;;;;;;;;;;;;;
;85057935;ch:1:sloid:5793;Molinazzo di Monteggio, Posta;SBB;SBB;;8,820327;45,989443;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5793;8505793;;;;;;CH;;;;;;;;;;;;;;;
;85059691;ch:1:sloid:5969;Stabio, Posta;SBB;SBB;;8,937734;45,849251;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5969;8505969;;;;;;CH;;;;;;;;;;;;;;;
;85059949;ch:1:sloid:5994;Ligornetto, Posta;SBB;SBB;;8,949541;45,861913;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:5994;8505994;;;;;;CH;;;;;;;;;;;;;;;
;85060004;ch:1:sloid:6000;Winterthur;SBB;DE,SBB,VAO;;8,723821;47,500334;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6000;85060004;;;;;SBB;CH;;;;;;;;;;;;;;;
;85060160;ch:1:sloid:6016;Oberwinterthur;SBB;DE,SBB;;8,760389;47,507922;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6016;85060160;;;;;SBB;CH;;;;;;;;;;;;;;;
;85060202;ch:1:sloid:6020;Seuzach;SBB;DE,SBB;;8,738883;47,535767;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6020;85060202;;;;;SBB;CH;;;;;;;;;;;;;;;
;85060210;ch:1:sloid:6021;Dinhard;SBB;DE,SBB;;8,752981;47,553345;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6021;85060210;;;;;SBB;CH;;;;;;;;;;;;;;;
;85060228;ch:1:sloid:6022;Thalheim-Altikon;SBB;DE,SBB;;8,757643;47,569621;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6022;85060228;;;;;SBB;CH;;;;;;;;;;;;;;;
;85060236;ch:1:sloid:6023;Ossingen;SBB;DE,SBB;;8,724117;47,614614;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6023;85060236;;;;;SBB;CH;;;;;;;;;;;;;;;
;85060244;ch:1:sloid:6024;Stammheim;SBB;DE,SBB;;8,788750;47,634881;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6024;85060244;;;;;SBB;CH;;;;;;;;;;;;;;;
;85060251;ch:1:sloid:6025;Etzwilen;SBB;DE,SBB;;8,818617;47,661145;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6025;85060251;;;;;SBB;CH;;;;;;;;;;;;;;;
;85060368;ch:1:sloid:6036;Reutlingen;SBB;DE,SBB;;8,752148;47,529659;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6036;85060368;;;;;SBB;CH;;;;;;;;;;;;;;;
;85060384;ch:1:sloid:6038;Winterthur Wallrüti;SBB;DE,SBB;;8,760882;47,516722;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6038;85060384;;;;;SBB;CH;;;;;;;;;;;;;;;
;85061002;ch:1:sloid:6100;Frauenfeld;SBB;DE,SBB;;8,896560;47,558163;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6100;85061002;;;;;SBB;CH;;;;;;;;;;;;;;;
;85061051;ch:1:sloid:6105;Weinfelden;SBB;DE,SBB;;9,106368;47,566224;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6105;85061051;;;;;SBB;CH;;;;;;;;;;;;;;;
;85061481;ch:1:sloid:6148;St. Katharinental;SBB;DE,SBB;;8,732040;47,687563;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6148;85061481;;;;;SBB;CH;;;;;;;;;;;;;;;
;85061937;ch:1:sloid:6193;Kehlhof;SBB;DE,SBB;;9,169779;47,572187;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6193;85061937;;;;;SBB;CH;;;;;;;;;;;;;;;
;85061945;ch:1:sloid:6194;Berg;SBB;DE,SBB;;9,174528;47,582250;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6194;85061945;;;;;SBB;CH;;;;;;;;;;;;;;;
;85061952;ch:1:sloid:6195;Siegershausen;SBB;DE,SBB;;9,168260;47,610917;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6195;85061952;;;;;SBB;CH;;;;;;;;;;;;;;;
;85061960;ch:1:sloid:6196;Lengwil;SBB;DE,SBB;;9,190283;47,625598;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6196;85061960;;;;;SBB;CH;;;;;;;;;;;;;;;
;85061978;ch:1:sloid:6197;Kreuzlingen Bernrain;SBB;DE,SBB;;9,163204;47,642114;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6197;85061978;;;;;SBB;CH;;;;;;;;;;;;;;;
;85061986;ch:1:sloid:6198;Tägerwilen Dorf;SBB;DE,SBB;;9,139560;47,653721;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6198;85061986;;;;;SBB;CH;;;;;;;;;;;;;;;
;85063024;ch:1:sloid:6302;St. Gallen;SBB;DE,SBB,VAO;;9,369897;47,423179;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6302;85063024;;;;;Sondrio S.p.A.;CH;;;;;;;;;;;;;;;
;85063149;ch:1:sloid:6314;St. Margrethen;SBB;DE,SBB,VAO;;9,638262;47,453216;~Train~;;0;0;;;;;;;;;;;;;;;;;;;;x;ch:1:sloid:6314;85063149;;;;;SBB;CH;;;;;;;;;;;;;;;
;8565001;ch:1:sloid:65001;LUGANO CASSARATE - Terminal Bus;SBB;ARIA,SBB;;8,961197;46,006673;~Bus~;;5;5;;;;;;31238;"ARIA id , 46.006673 8.961197; SBB id ch:1:sloid:88977 (Lugano, Palazzo Studi), Lon/Lat 8.96047784 46.00580896; walk < 200 m";;;;;;;;;;;;;x;;;;;;;ASF;CH;Meta stop? Linea C12;SBB, ARIA;;;;;;;;;;;;;
;85070003;ch:1:sloid:7000;Bern;SBB;ARIA,DE,SBB;;7,439131;46,948832;~Train~;;0;0;;;;;;18120;;;;;;;;;;;;;;x;ch:1:sloid:7000;8507000;;;;;;CH;;;;;;;;;;;;;;;
;85070060;ch:1:sloid:7006;Münsingen;SBB;SBB;;7,559442;46,873354;~Train~;;0;0;;;;;Not present in ARIA system;;;;;;;;;;;;;;;x;ch:1:sloid:7006;8507006;;;;;;CH;;;;;;;;;;;;;;;
;85706721;ch:1:sloid:70672;Sembrancher, gare;SBB;SBB;;7,146008;46,077326;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:70672;8570672;;;;;;CH;;;;;;;;;;;;;;;
;85071001;ch:1:sloid:7100;Thun;SBB;ARIA,DE,SBB;;7,629606;46,754853;~Train~;;0;0;;;;;;18404;;;;;;;;;;;;;;x;ch:1:sloid:7100;8507100;;;;;;CH;;;;;;;;;;;;;;;
;85711739;ch:1:sloid:71173;Eisten, Ganterbrücke;SBB;SBB;;8,055577;46,295082;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:71173;8571173;;;;;;CH;;;;;;;;;;;;;;;
;85711747;ch:1:sloid:71174;Berisal, Brände;SBB;SBB;;8,056071;46,292821;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:71174;8571174;;;;;;CH;;;;;;;;;;;;;;;
;85711754;ch:1:sloid:71175;Berisal, Eggen;SBB;SBB;;8,046501;46,288906;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:71175;8571175;;;;;;CH;;;;;;;;;;;;;;;
;85711762;ch:1:sloid:71176;Rothwald, Ganterwald;SBB;SBB;;8,037121;46,283190;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:71176;8571176;;;;;;CH;;;;;;;;;;;;;;;
;85711770;ch:1:sloid:71177;Simplon Pass, Simplonblick;SBB;SBB;;8,031284;46,249936;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:71177;8571177;;;;;;CH;;;;;;;;;;;;;;;
;85711788;ch:1:sloid:71178;Simplon Dorf, Niwen;SBB;SBB;;8,020811;46,238223;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:71178;8571178;;;;;;CH;;;;;;;;;;;;;;;
;85711796;ch:1:sloid:71179;Simplon Dorf, Maschihüs;SBB;SBB;;8,039913;46,214078;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:71179;8571179;;;;;;CH;;;;;;;;;;;;;;;
;85711804;ch:1:sloid:71180;Simplon Dorf, Eggen;SBB;SBB;;8,043092;46,205056;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:71180;8571180;;;;;;CH;;;;;;;;;;;;;;;
;85711812;ch:1:sloid:71181;Simplon Dorf, Alte Kaserne;SBB;SBB;;8,091787;46,186020;~Bus~;;0;0;;;;Not present in ARIA system;;;;;;;;;;;;;;;;x;ch:1:sloid:71181;8571181;;;;;;CH;;;;;;;;;;;;;;;
;;ch:1:sloid:71184;Iselle, Stazione;SBB;SBB;;8,202913;46,207039;~Bus~;0,2;0;0;;Iselle, Stazione;;Not present in ARIA system;Postauto CH;;;;;;;;;;;;;;;x;ch:1:sloid:71184;8571184;;;;;;IT;;;;;;;;;;;;;;;
;;ch:1:sloid:71186;Domodossola, Stazione;SBB;SBB;;8,296007;46,114557;~Bus~;0,2;0;0;;;;Not present in ARIA system;8.29600716 46.11455708 - Postauto (CH) , bus stop at the railway station;;;;;;;;;;;;;;;x;ch:1:sloid:71186;8571186;;;;;;IT;;;;;;;;;;;;;;;
